Sample	Tissgrp
SRR1467431	Whole_Blood
SRR1467479	Lung
SRR1467544	Colon_Transverse
SRR1467567	Muscle_Skeletal
SRR1467612	Heart_Atrial_Appendage
SRR1467680	Stomach
SRR1467835	Whole_Blood
SRR1467904	Heart_Left_Ventricle
SRR1467943	Colon_Transverse
SRR1467966	Muscle_Skeletal
SRR1468004	Whole_Blood
SRR1468028	Stomach
SRR1468096	Colon_Sigmoid
SRR1468162	Muscle_Skeletal
SRR1468184	Thyroid
SRR1468447	Whole_Blood
SRR1468532	Muscle_Skeletal
SRR1468595	Heart_Left_Ventricle
SRR1468613	Heart_Left_Ventricle
SRR1468658	Muscle_Skeletal
SRR1468682	Heart_Atrial_Appendage
SRR1468787	Pancreas
SRR1468804	Stomach
SRR1468828	Lung
SRR1468850	Whole_Blood
SRR1468931	Pancreas
SRR1468995	Heart_Left_Ventricle
SRR1469014	Muscle_Skeletal
SRR1469102	Thyroid
SRR1469345	Lung
SRR1469477	Thyroid
SRR1469591	Heart_Left_Ventricle
SRR1469638	Heart_Left_Ventricle
SRR1469791	Thyroid
SRR1469859	Heart_Left_Ventricle
SRR1470057	Colon_Sigmoid
SRR1470093	Muscle_Skeletal
SRR1470513	Colon_Transverse
SRR1470580	Lung
SRR1470624	Colon_Transverse
SRR1470665	Stomach
SRR1470682	Thyroid
SRR1470798	Whole_Blood
SRR1470816	Heart_Atrial_Appendage
SRR1470855	Colon_Sigmoid
SRR1471098	Lung
SRR1471117	Muscle_Skeletal
SRR1471594	Muscle_Skeletal
SRR1471862	Thyroid
SRR1471965	Muscle_Skeletal
SRR1471989	Lung
SRR1472237	Heart_Atrial_Appendage
SRR1472259	Colon_Transverse
SRR1472281	Heart_Atrial_Appendage
SRR1472462	Lung
SRR1472598	Thyroid
SRR1472728	Pancreas
SRR1472794	Muscle_Skeletal
SRR1472952	Lung
SRR1472976	Whole_Blood
SRR1473016	Stomach
SRR1473078	Muscle_Skeletal
SRR1473100	Colon_Transverse
SRR1473142	Heart_Atrial_Appendage
SRR1473161	Lung
SRR1473209	Colon_Transverse
SRR1473232	Colon_Transverse
SRR1473295	Thyroid
SRR1473340	Lung
SRR1473361	Colon_Sigmoid
SRR1473443	Thyroid
SRR1473800	Lung
SRR1473915	Colon_Sigmoid
SRR1474000	Colon_Transverse
SRR1474396	Stomach
SRR1474440	Stomach
SRR1474730	Heart_Left_Ventricle
SRR1474839	Whole_Blood
SRR1474863	Whole_Blood
SRR1474999	Whole_Blood
SRR1475104	Muscle_Skeletal
SRR1475128	Pancreas
SRR1475281	Thyroid
SRR1475300	Muscle_Skeletal
SRR1475430	Thyroid
SRR1475483	Thyroid
SRR1475524	Lung
SRR1475546	Lung
SRR1475633	Stomach
SRR1475785	Colon_Sigmoid
SRR1475930	Whole_Blood
SRR1476207	Whole_Blood
SRR1476300	Whole_Blood
SRR1476324	Colon_Sigmoid
SRR1476348	Thyroid
SRR1476384	Colon_Sigmoid
SRR1476652	Colon_Sigmoid
SRR1476760	Stomach
SRR1476903	Thyroid
SRR1477015	Heart_Left_Ventricle
SRR1477033	Heart_Left_Ventricle
SRR1477125	Stomach
SRR1477149	Whole_Blood
SRR1477292	Colon_Sigmoid
SRR1477339	Colon_Transverse
SRR1477522	Colon_Sigmoid
SRR1477569	Heart_Left_Ventricle
SRR1477732	Colon_Transverse
SRR1477797	Lung
SRR1477837	Heart_Atrial_Appendage
SRR1477861	Whole_Blood
SRR1477991	Whole_Blood
SRR1478053	Muscle_Skeletal
SRR1478149	Heart_Left_Ventricle
SRR1478189	Heart_Left_Ventricle
SRR1478362	Muscle_Skeletal
SRR1478386	Muscle_Skeletal
SRR1478410	Thyroid
SRR1478434	Heart_Atrial_Appendage
SRR1478571	Colon_Transverse
SRR1478722	Whole_Blood
SRR1478812	Heart_Atrial_Appendage
SRR1478855	Stomach
SRR1478878	Stomach
SRR1478900	Heart_Left_Ventricle
SRR1478968	Muscle_Skeletal
SRR1478990	Heart_Atrial_Appendage
SRR1479085	Thyroid
SRR1479155	Lung
SRR1479263	Heart_Atrial_Appendage
SRR1479286	Heart_Atrial_Appendage
SRR1479306	Colon_Transverse
SRR1479370	Colon_Sigmoid
SRR1479431	Stomach
SRR1479549	Thyroid
SRR1479640	Lung
SRR1479663	Thyroid
SRR1479721	Colon_Transverse
SRR1479845	Whole_Blood
SRR1479933	Heart_Atrial_Appendage
SRR1480038	Muscle_Skeletal
SRR1480153	Stomach
SRR1480347	Pancreas
SRR1480455	Muscle_Skeletal
SRR1480547	Muscle_Skeletal
SRR1480565	Thyroid
SRR1480611	Thyroid
SRR1480697	Lung
SRR1480721	Colon_Sigmoid
SRR1480789	Whole_Blood
SRR1481012	Heart_Left_Ventricle
SRR1481060	Whole_Blood
SRR1481083	Muscle_Skeletal
SRR1481146	Pancreas
SRR1481279	Lung
SRR1481351	Whole_Blood
SRR1481396	Muscle_Skeletal
SRR1485020	Colon_Sigmoid
SRR1485060	Colon_Transverse
SRR1485078	Heart_Atrial_Appendage
SRR1485141	Whole_Blood
SRR1485700	Colon_Transverse
SRR1486021	Whole_Blood
SRR1486044	Thyroid
SRR1486156	Muscle_Skeletal
SRR1486174	Heart_Atrial_Appendage
SRR1486280	Whole_Blood
SRR1486719	Whole_Blood
SRR1486799	Muscle_Skeletal
SRR1486995	Lung
SRR1487215	Lung
SRR1487233	Heart_Atrial_Appendage
SRR1487403	Colon_Transverse
SRR1487425	Heart_Atrial_Appendage
SRR1487465	Thyroid
SRR1487547	Colon_Sigmoid
SRR1487570	Muscle_Skeletal
SRR1487704	Colon_Sigmoid
SRR1487728	Thyroid
SRR1487746	Muscle_Skeletal
SRR1487764	Pancreas
SRR1487784	Pancreas
SRR1487807	Heart_Atrial_Appendage
SRR1487867	Stomach
SRR1487910	Lung
SRR1487947	Muscle_Skeletal
SRR1488091	Muscle_Skeletal
SRR1488214	Muscle_Skeletal
SRR1488261	Whole_Blood
SRR1488307	Colon_Transverse
SRR1488328	Heart_Atrial_Appendage
SRR1488410	Lung
SRR1488429	Lung
SRR1488470	Muscle_Skeletal
SRR1488632	Heart_Atrial_Appendage
SRR1489030	Muscle_Skeletal
SRR1489116	Whole_Blood
SRR1489265	Lung
SRR1489286	Muscle_Skeletal
SRR1489416	Lung
SRR1489610	Muscle_Skeletal
SRR1489693	Heart_Left_Ventricle
SRR1489715	Heart_Atrial_Appendage
SRR1489926	Whole_Blood
SRR1489950	Muscle_Skeletal
SRR1489995	Lung
SRR1490037	Muscle_Skeletal
SRR1490115	Whole_Blood
SRR1490289	Heart_Atrial_Appendage
SRR1490404	Pancreas
SRR1490505	Heart_Atrial_Appendage
SRR1490635	Colon_Sigmoid
SRR1490700	Lung
SRR1491275	Thyroid
SRR1491332	Whole_Blood
SRR1498249	Stomach
SRR1498290	Colon_Transverse
SRR1498313	Whole_Blood
SRR1498438	Thyroid
SRR1498505	Colon_Transverse
SRR1498661	Colon_Transverse
SRR1498789	Whole_Blood
SRR1498813	Lung
SRR1499543	Thyroid
SRR1499566	Muscle_Skeletal
SRR1499652	Colon_Transverse
SRR1499699	Thyroid
SRR1499740	Muscle_Skeletal
SRR1499958	Whole_Blood
SRR1500071	Colon_Sigmoid
SRR1500131	Colon_Transverse
SRR1500170	Whole_Blood
SRR1500323	Muscle_Skeletal
SRR1500908	Thyroid
SRR1501097	Thyroid
SRR1507229	Heart_Left_Ventricle
SRR597952	Thyroid
SRR598044	Muscle_Skeletal
SRR598172	Whole_Blood
SRR598484	Lung
SRR598565	Thyroid
SRR600474	Heart_Left_Ventricle
SRR600632	Lung
SRR600784	Lung
SRR600852	Heart_Left_Ventricle
SRR600900	Lung
SRR600981	Muscle_Skeletal
SRR601239	Heart_Left_Ventricle
SRR601359	Thyroid
SRR601477	Lung
SRR601645	Heart_Left_Ventricle
SRR601671	Muscle_Skeletal
SRR601962	Thyroid
SRR601986	Heart_Left_Ventricle
SRR602034	Whole_Blood
SRR602058	Lung
SRR602106	Heart_Left_Ventricle
SRR602492	Lung
SRR603164	Muscle_Skeletal
SRR603188	Lung
SRR603268	Thyroid
SRR603330	Whole_Blood
SRR603449	Heart_Left_Ventricle
SRR603472	Whole_Blood
SRR603726	Thyroid
SRR603834	Thyroid
SRR604002	Whole_Blood
SRR604122	Heart_Left_Ventricle
SRR604294	Thyroid
SRR604480	Lung
SRR607018	Whole_Blood
SRR607166	Lung
SRR607252	Heart_Left_Ventricle
SRR613126	Muscle_Skeletal
SRR613138	Lung
SRR613186	Heart_Left_Ventricle
SRR613222	Muscle_Skeletal
SRR613951	Muscle_Skeletal
SRR614107	Thyroid
SRR614683	Heart_Left_Ventricle
SRR615323	Muscle_Skeletal
SRR615635	Muscle_Skeletal
SRR615695	Lung
SRR627459	Lung
SRR627464	Lung
SRR654766	Muscle_Skeletal
SRR654838	Lung
SRR654921	Whole_Blood
SRR655052	Muscle_Skeletal
SRR655064	Lung
SRR655170	Muscle_Skeletal
SRR655277	Thyroid
SRR655399	Muscle_Skeletal
SRR655423	Heart_Left_Ventricle
SRR655483	Whole_Blood
SRR655495	Thyroid
SRR655696	Thyroid
SRR655732	Muscle_Skeletal
SRR655792	Heart_Left_Ventricle
SRR655887	Muscle_Skeletal
SRR655946	Muscle_Skeletal
SRR656153	Lung
SRR656203	Whole_Blood
SRR656223	Whole_Blood
SRR656247	Muscle_Skeletal
SRR656288	Heart_Left_Ventricle
SRR656300	Heart_Atrial_Appendage
SRR656433	Heart_Left_Ventricle
SRR656457	Pancreas
SRR656469	Thyroid
SRR656782	Whole_Blood
SRR656874	Lung
SRR656899	Heart_Left_Ventricle
SRR656934	Lung
SRR656982	Pancreas
SRR657420	Thyroid
SRR657456	Heart_Left_Ventricle
SRR657480	Whole_Blood
SRR657845	Thyroid
SRR658033	Whole_Blood
SRR658117	Thyroid
SRR658433	Muscle_Skeletal
SRR658481	Heart_Atrial_Appendage
SRR658989	Muscle_Skeletal
SRR659295	Whole_Blood
SRR659923	Thyroid
SRR660212	Thyroid
SRR660366	Heart_Left_Ventricle
SRR660438	Thyroid
SRR660685	Whole_Blood
SRR661155	Muscle_Skeletal
SRR661337	Heart_Left_Ventricle
SRR661385	Whole_Blood
SRR661469	Muscle_Skeletal
SRR661675	Muscle_Skeletal
SRR661711	Thyroid
SRR661794	Thyroid
SRR661842	Lung
SRR661913	Whole_Blood
SRR661961	Muscle_Skeletal
SRR662019	Muscle_Skeletal
SRR662162	Lung
SRR662390	Heart_Left_Ventricle
SRR662510	Thyroid
SRR662641	Heart_Atrial_Appendage
SRR662665	Heart_Left_Ventricle
SRR662906	Muscle_Skeletal
SRR662918	Muscle_Skeletal
SRR662954	Lung
SRR662966	Lung
SRR663014	Heart_Atrial_Appendage
SRR663038	Lung
SRR663088	Whole_Blood
SRR663100	Heart_Atrial_Appendage
SRR663149	Thyroid
SRR663236	Whole_Blood
SRR663249	Whole_Blood
SRR663284	Muscle_Skeletal
SRR663356	Muscle_Skeletal
SRR663368	Thyroid
SRR663380	Thyroid
SRR663404	Heart_Left_Ventricle
SRR663513	Whole_Blood
SRR663573	Lung
SRR663585	Whole_Blood
SRR663645	Pancreas
SRR663795	Thyroid
SRR663874	Muscle_Skeletal
SRR663898	Whole_Blood
SRR664063	Muscle_Skeletal
SRR665217	Lung
SRR665262	Muscle_Skeletal
SRR665405	Pancreas
SRR665429	Lung
SRR807637	Whole_Blood
SRR807727	Heart_Atrial_Appendage
SRR807751	Colon_Transverse
SRR807799	Thyroid
SRR807824	Lung
SRR807877	Heart_Atrial_Appendage
SRR807901	Heart_Left_Ventricle
SRR808472	Lung
SRR808520	Whole_Blood
SRR808542	Stomach
SRR808590	Pancreas
SRR808638	Colon_Transverse
SRR808658	Thyroid
SRR808728	Whole_Blood
SRR808772	Heart_Left_Ventricle
SRR808808	Heart_Left_Ventricle
SRR808886	Thyroid
SRR809065	Lung
SRR809137	Heart_Left_Ventricle
SRR809185	Whole_Blood
SRR809283	Whole_Blood
SRR809296	Lung
SRR809348	Muscle_Skeletal
SRR809427	Whole_Blood
SRR809444	Muscle_Skeletal
SRR809595	Muscle_Skeletal
SRR809619	Whole_Blood
SRR810225	Muscle_Skeletal
SRR810249	Muscle_Skeletal
SRR810483	Lung
SRR810507	Heart_Left_Ventricle
SRR810595	Whole_Blood
SRR810619	Heart_Atrial_Appendage
SRR810689	Stomach
SRR810737	Heart_Atrial_Appendage
SRR810761	Pancreas
SRR810805	Thyroid
SRR810829	Stomach
SRR810853	Whole_Blood
SRR810945	Whole_Blood
SRR811049	Whole_Blood
SRR811121	Lung
SRR811145	Heart_Left_Ventricle
SRR811491	Whole_Blood
SRR811583	Whole_Blood
SRR811607	Pancreas
SRR811771	Muscle_Skeletal
SRR811866	Lung
SRR811891	Heart_Left_Ventricle
SRR812177	Whole_Blood
SRR812222	Heart_Atrial_Appendage
SRR812270	Thyroid
SRR812493	Lung
SRR812598	Pancreas
SRR812649	Heart_Atrial_Appendage
SRR812697	Colon_Transverse
SRR812721	Colon_Transverse
SRR812745	Pancreas
SRR812773	Muscle_Skeletal
SRR812970	Whole_Blood
SRR813019	Whole_Blood
SRR813208	Pancreas
SRR813234	Stomach
SRR813529	Colon_Transverse
SRR813560	Whole_Blood
SRR813656	Muscle_Skeletal
SRR813728	Heart_Atrial_Appendage
SRR813802	Muscle_Skeletal
SRR813848	Thyroid
SRR813915	Heart_Atrial_Appendage
SRR813935	Whole_Blood
SRR813983	Muscle_Skeletal
SRR814195	Stomach
SRR814244	Lung
SRR814268	Stomach
SRR814317	Whole_Blood
SRR814363	Whole_Blood
SRR814587	Heart_Atrial_Appendage
SRR814611	Heart_Left_Ventricle
SRR814703	Lung
SRR814820	Stomach
SRR814844	Whole_Blood
SRR814868	Whole_Blood
SRR814919	Thyroid
SRR815020	Muscle_Skeletal
SRR815044	Muscle_Skeletal
SRR815184	Heart_Atrial_Appendage
SRR815326	Stomach
SRR815517	Heart_Left_Ventricle
SRR815661	Heart_Left_Ventricle
SRR815735	Heart_Left_Ventricle
SRR815783	Muscle_Skeletal
SRR815825	Muscle_Skeletal
SRR815893	Heart_Atrial_Appendage
SRR815970	Stomach
SRR816015	Muscle_Skeletal
SRR816064	Heart_Left_Ventricle
SRR816226	Muscle_Skeletal
SRR816250	Whole_Blood
SRR816358	Heart_Left_Ventricle
SRR816382	Muscle_Skeletal
SRR816541	Pancreas
SRR816589	Whole_Blood
SRR816745	Whole_Blood
SRR816892	Thyroid
SRR817046	Whole_Blood
SRR817070	Lung
SRR817234	Whole_Blood
SRR817373	Whole_Blood
SRR817488	Lung
SRR817825	Heart_Left_Ventricle
SRR818499	Lung
SRR818523	Colon_Transverse
SRR818530	Heart_Atrial_Appendage
SRR818537	Whole_Blood
SRR818600	Muscle_Skeletal
SRR818773	Muscle_Skeletal
SRR818901	Muscle_Skeletal
SRR819024	Whole_Blood
SRR819054	Muscle_Skeletal
SRR819164	Whole_Blood
SRR819186	Lung
SRR819210	Whole_Blood
SRR819261	Muscle_Skeletal
SRR819486	Colon_Transverse
SRR819658	Lung
SRR819690	Thyroid
SRR819719	Stomach
SRR819771	Pancreas
SRR819867	Thyroid
SRR820186	Thyroid
SRR820316	Heart_Left_Ventricle
SRR820596	Lung
SRR820733	Whole_Blood
SRR820779	Whole_Blood
SRR820907	Muscle_Skeletal
SRR821050	Pancreas
SRR821183	Heart_Atrial_Appendage
SRR821207	Thyroid
SRR821231	Pancreas
SRR821302	Lung
SRR821326	Whole_Blood
SRR821525	Lung
SRR821653	Whole_Blood
